_url,name,birth_year,weight,height,nationality
enrico-zaina,Enrico  Zaina,1967.0,58.937125131939595,178.04415813042093,Italy
kelland-brien,Kelland  O'Brien,1998.0,79.0,195.0,Australia
christophe-manin,Christophe  Manin,1966.0,82.84653608103575,189.41544848773378,France
rasmus-guldhammer,Rasmus  Guldhammer,1989.0,66.0,183.0,Denmark
alex-baudin,Alex  Baudin,2001.0,66.0,183.0,France
gino-de-backer,Gino De Backer,1963.0,77.67122520591008,191.035715905348,Belgium
philip-vereecke,Philip  Vereecke,1975.0,61.20800465661458,170.6882240813316,Belgium
jacob-moe-rasmussen,Jacob Moe Rasmussen,1975.0,72.10257922265136,186.62334700382627,Denmark
hans-hindelang,Hans  Hindelang,1951.0,57.59424400077296,175.35170807241047,Germany
stijn-neirynck,Stijn  Neirynck,1985.0,78.0,186.0,Belgium
antonio-pedrero,Antonio  Pedrero,1991.0,60.0,177.0,Spain
clement-berthet,Clément  Berthet,1997.0,68.0,184.0,France
hugo-sabido,Hugo  Sabido,1979.0,70.0,185.0,Portugal
gianluca-mirenda,Gianluca  Mirenda,1983.0,69.82354066326275,178.76980065560377,Italy
jose-urea,José  Urea,1967.0,62.174712121565335,179.7928442508709,Spain
carlos-alberto-contreras,Carlos Alberto  Contreras,1973.0,76.02014342259804,191.68771185029837,Colombia
filipe-cardoso,Filipe  Cardoso,1984.0,70.0,178.0,Portugal
philippe-gaumont,Philippe  Gaumont,1973.0,77.0,186.0,France
patrick-robeet,Patrick  Robeet,1964.0,75.30827613950463,191.35870595641907,Belgium
pietro-caucchioli,Pietro  Caucchioli,1975.0,68.0,175.0,Italy
charly-berard,Charly  Bérard,1959.0,65.37517308823067,182.74743575050942,France
armin-meier,Armin  Meier,1969.0,69.0,178.0,Switzerland
marek-kulas,Marek  Kulas,1963.0,73.75511060975853,185.47815789472386,Poland
tiago-antunes,Tiago  Antunes,1997.0,55.0,171.0,Portugal
david-millar,David  Millar,1977.0,79.0,191.0,Great Britain
alain-santy,Alain  Santy,1949.0,67.3090220561409,182.72144893404675,France
angel-camarillo,Angel  Camarillo,1959.0,70.32560142905531,184.15527927147764,Spain
jeff-louder,Jeff  Louder,1977.0,73.0,183.0,United States
francesco-masciarelli,Francesco  Masciarelli,1986.0,55.0,174.0,Italy
jean-pierre-genet,Jean-Pierre  Genet,1940.0,60.32661218123358,179.01778567914778,France
tom-boonen,Tom  Boonen,1980.0,82.0,192.0,Belgium
yevgeniy-gidich,Yevgeniy  Gidich,1996.0,69.0,179.0,Kazakhstan
john-gadret,John  Gadret,1979.0,58.0,170.0,France
patrick-jacobs,Patrick  Jacobs,1962.0,61.60032945447516,174.39437080730696,Belgium
julio-alberto-rubiano,Julio Alberto  Rubiano,1953.0,65.4392366594733,176.7921174173775,Colombia
jesus-suarez-cueva,Jesús  Suárez,1955.0,66.24171616874423,176.35090030382213,Spain
romain-gioux,Romain  Gioux,1986.0,54.44267290832822,160.0,France
ken-hashikawa,Ken  Hashikawa,1970.0,69.10723226366294,176.92421080058907,Japan
barry-markus,Barry  Markus,1991.0,75.0,179.0,Netherlands
rolf-jaermann,Rolf  Järmann,1966.0,73.0,182.0,Switzerland
valter-pereira,Valter  Pereira,1990.0,56.0,169.0,Portugal
hubert-graignic,Hubert  Graignic,1957.0,74.1626638733392,182.91397588205473,France
peter-wuyts,Peter  Wuyts,1973.0,64.80559337915827,177.35631478546475,Belgium
jean-van-der-stappen,Jean Van der Stappen,1951.0,69.45653280690502,178.65548292905527,Belgium
ugo-colombo,Ugo  Colombo,1940.0,72.73061192975982,175.38220898045265,Italy
yvon-ledanois,Yvon  Ledanois,1969.0,67.93509064286295,178.6101218510285,France
jose-vicente-toribio,José Vicente  Toribio,1985.0,64.0,175.0,Spain
christophe-capelle,Christophe  Capelle,1967.0,73.0,184.0,France
victoriano-fernandez,Victoriano  Fernández,1973.0,69.86469795261284,177.0803480621167,Spain
andrei-grivko,Andrey  Grivko,1983.0,70.0,181.0,Ukraine
frantisek-rabon,František  Raboň,1983.0,74.0,183.0,Czech Republic
manuel-rodriguez-305,Manuel  Rodriguez,1967.0,58.56362559524099,166.84452264230507,Spain
roy-sentjens,Roy  Sentjens,1980.0,75.0,190.0,Belgium
victor-van-schil,Victor Van Schil,1939.0,72.4658026956068,176.15416956733415,Belgium
raphael-schweda,Raphael  Schweda,1976.0,50.848231480302886,176.03181955007534,Germany
paolo-lanfranchi,Paolo  Lanfranchi,1968.0,76.31557271060883,189.37218873656775,Italy
jannik-steimle,Jannik  Steimle,1996.0,73.0,187.0,Germany
eduardo-rocchi,Eduardo  Rocchi,1965.0,79.18226636435047,184.8494202261457,Italy
philippe-casado,Philippe  Casado,1964.0,70.74976234833389,179.95583925761937,France
kurt-asle-arvesen,Kurt-Asle  Arvesen,1975.0,74.0,183.0,Norway
pedro-vilardebo,Pedro  Vilardebo,1953.0,66.95969233630169,181.0662823943998,Spain
bart-vanheule,Bart  Vanheule,1983.0,76.0,186.0,Belgium
ramunas-navardauskas,Ramūnas  Navardauskas,1988.0,79.0,190.0,Lithuania
bjorn-leukemans,Björn  Leukemans,1977.0,67.0,177.0,Belgium
gilbert-chaumaz,Gilbert  Chaumaz,1953.0,65.38922533291517,178.99718886016387,France
eric-vandeperre,Eric  Vandeperre,1957.0,71.54123261944967,183.03093937827464,Belgium
simon-carr,Simon  Carr,1998.0,63.0,183.0,Great Britain
dag-otto-lauritzen,Dag-Otto  Lauritzen,1956.0,70.05878440429521,179.39485326259063,Norway
eric-bonnet,Eric  Bonnet,1960.0,67.77823806398978,173.62053701031763,France
andy-bishop,Andy  Bishop,1965.0,75.08751020229614,181.34574561146536,United States
luca-van-boven,Luca Van Boven,2000.0,68.0,179.0,Belgium
luis-vicente-otin,Luis Vicente  Otin,1959.0,64.19072613096975,172.04249189860008,Spain
frank-hoj-christensen,Frank  Høj,1973.0,80.0,186.0,Denmark
diego-trepin,Diego  Trepin,1968.0,63.589964750918405,178.59844885505646,Italy
sergio-dominguez-rodriguez,Sergio  Domínguez,1979.0,64.73041479220879,179.67157207231924,Spain
andrew-talansky,Andrew  Talansky,1988.0,63.0,175.0,United States
sergio-dominguez-munoz,Sergio  Domínguez,1986.0,73.44798295335178,177.8378094786963,Spain
giuseppe-montella,Giuseppe  Montella,1956.0,70.63792642531162,182.93930194919218,Italy
andrea-masciarelli,Andrea  Masciarelli,1982.0,61.0,173.0,Italy
mauro-radaelli,Mauro  Radaelli,1967.0,67.0,175.0,Italy
co-moritz,Co  Moritz,1951.0,74.47331511036178,181.84615451432632,Netherlands
marc-brustenga-masague,Marc  Brustenga,1999.0,80.0,190.0,Spain
victor-campenaerts,Victor  Campenaerts,1991.0,68.0,173.0,Belgium
jan-schur,Jan  Schur,1962.0,73.0,180.0,Germany
arnaud-labbe,Arnaud  Labbé,1976.0,73.0,183.0,France
bradley-white,Bradley  White,1982.0,77.0,180.0,United States
rafael-ladron,Rafael  Ladrón,1952.0,74.0,170.0,Spain
lennard-hofstede,Lennard  Hofstede,1994.0,73.0,188.0,Netherlands
francis-campaner,Francis  Campaner,1946.0,61.75033598937743,181.2439555240545,France
victor-lafay,Victor  Lafay,1996.0,65.0,177.0,France
maurizio-de-pasquale,Maurizio De Pasquale,1969.0,77.1594036390936,187.67628194685028,Italy
johnny-de-nul,Johnny De Nul,1955.0,67.81774383487948,177.87039742673502,Belgium
filippo-ganna,Filippo  Ganna,1996.0,83.0,193.0,Italy
peter-de-clercq,Peter De Clercq,1966.0,70.17527283297999,182.80268661441724,Belgium
roland-van-de-rijse,Roland Van De Rijse,1942.0,53.87893150600098,173.5474331468191,Belgium
massimo-giunti,Massimo  Giunti,1974.0,62.0,175.0,Italy
juan-pablo-suarez,Juan Pablo  Suarez,1985.0,61.743048672040516,173.21883372203638,Colombia
dominique-naessens,Dominique  Naessens,1959.0,59.707820635303875,168.7442090564577,Belgium
stig-broeckx,Stig  Broeckx,1990.0,73.0,188.0,Belgium
fernando-martinez,Fernando  Martinez,1963.0,64.26620075676855,179.75249682665353,Spain
quentin-jauregui,Quentin  Jauregui,1994.0,60.0,176.0,France
edoardo-affini,Edoardo  Affini,1996.0,80.0,190.0,Italy
campbell-flakemore,Campbell  Flakemore,1992.0,72.0,186.0,Australia
yukihiro-doi,Yukihiro  Doi,1983.0,58.0,169.0,Japan
florian-stork,Florian  Stork,1997.0,65.1,185.0,Germany
marcel-gono,Marcel  Gono,1976.0,69.0,182.0,Australia
marcel-strauss,Marcel  Strauss,1976.0,69.0,180.0,Switzerland
benjamin-gourgue,Benjamin  Gourgue,1986.0,62.0,166.0,Belgium
mads-kaggestad,Mads  Kaggestad,1977.0,66.0,175.0,Norway
bostjan-mervar,Boštjan  Mervar,1973.0,74.4975655874855,179.7064917950897,Slovenia
marcel-aregger,Marcel  Aregger,1990.0,70.0,183.0,Switzerland
pawel-poljanski,Paweł  Poljański,1990.0,63.0,182.0,Poland
djamolidine-abduzhaparov,Djamolidine  Abduzhaparov,1964.0,72.0,174.0,Uzbekistan
ricardo-serrano,Ricardo  Serrano,1978.0,67.0,181.0,Spain
claude-tollet,Claude  Tollet,1949.0,73.14379181430203,181.76070408790474,France
frans-maes,Frans  Maes,1947.0,60.503913284249826,169.38985706164385,Belgium
isidro-araujo,Isidro  Araujo,1964.0,77.40361742791853,192.8898549905102,Spain
lukas-spengler,Lukas  Spengler,1994.0,78.0,188.0,Switzerland
edoardo-girardi,Edoardo  Girardi,1985.0,64.6306030977402,175.24582409430923,Italy
jose-goncalves,José  Gonçalves,1989.0,70.0,185.0,Portugal
boris-vallee,Boris  Vallée,1993.0,79.0,188.0,Belgium
beat-zberg,Beat  Zberg,1971.0,72.0,179.0,Switzerland
dennis-van-niekerk,Dennis Van Niekerk,1984.0,74.02978194701274,185.44217260923722,South Africa
jim-van-de-laer,Jim Van de Laer,1968.0,55.95201825129947,171.19685108514437,Belgium
jonas-aaen-jorgensen,Jonas  Aaen Jørgensen,1986.0,63.0,175.0,Denmark
guillermo-ruben-bongiorno,Guillermo Ruben  Bongiorno,1978.0,73.1483391935081,186.7968139732366,Argentina
roberto-conti,Roberto  Conti,1964.0,63.88727270790864,175.12568220905766,Italy
marc-somers,Marc  Somers,1961.0,73.27328041300447,181.09577289568253,Belgium
mauri-vansevenant,Mauri  Vansevenant,1999.0,60.0,175.0,Belgium
masatoshi-ichikawa,Masatoshi  Ichikawa,1961.0,53.72557297832721,159.0,Japan
giosue-bonomi,Giosuè  Bonomi,1978.0,62.38933940403062,179.47956725626537,Italy
bernard-van-der-linde,Bernard Van Der Linde,1946.0,64.71272712287863,178.48376502786405,France
nathan-o-neill,Nathan  O'Neill,1974.0,72.0,177.0,Australia
gianluca-bortolami,Gianluca  Bortolami,1968.0,73.0,181.0,Italy
pedro-luis-garcia-velasco,Pedro Luis  Garcia,1966.0,63.126535483558975,170.57928867347073,Spain
luca-rastelli,Luca  Rastelli,1999.0,65.19917185834359,175.0,Italy
damien-gaudin,Damien  Gaudin,1986.0,85.0,190.0,France
jean-marc-bideau,Jean-Marc  Bideau,1984.0,73.0,192.0,France
luc-leblanc,Luc  Leblanc,1966.0,61.851865424738115,178.1659939866624,France
guido-winterberg,Guido  Winterberg,1962.0,76.22400230769864,183.5269210766286,Switzerland
maurizio-colombo,Maurizio  Colombo,1963.0,65.94844325123279,179.80599110190838,Italy
nicolas-coudray,Nicolas  Coudray,1967.0,58.800225360008504,173.87950903478645,Switzerland
eric-van-de-wiele,Eric Van De Wiele,1952.0,74.95959094880246,183.15592021486577,Belgium
mathias-fluckiger,Mathias  Flückiger,1988.0,64.0,172.0,Switzerland
martin-reimer,Martin  Reimer,1987.0,69.0,180.0,Germany
julien-duval,Julien  Duval,1990.0,68.0,179.0,France
peter-kehl,Peter  Kehl,1957.0,70.93916611458948,176.46764597331864,Germany
petr-bencik,Petr  Benčík,1976.0,73.0,180.0,Czech Republic
samuele-zoccarato,Samuele  Zoccarato,1998.0,74.0,183.0,Italy
jeremy-bellicaud,Jeremy  Bellicaud,1998.0,56.0,175.0,France
kurt-van-lancker,Kurt Van Lancker,1971.0,67.0,180.0,Belgium
mario-aerts,Mario  Aerts,1974.0,68.0,182.0,Belgium
david-boucher,David  Boucher,1980.0,78.0,188.0,Belgium
sander-cordeel,Sander  Cordeel,1987.0,80.0,187.0,Belgium
iban-iriondo,Iban  Iriondo,1984.0,69.0,183.0,Spain
julien-berard,Julien  Bérard,1987.0,70.0,185.0,France
makoto-iijima,Makoto  Iijima,1971.0,74.82876926016043,181.08779878586188,Japan
bernard-guyot,Bernard  Guyot,1945.0,75.61441247554315,193.2715960181053,France
jose-luis-mayoz-aizpurua,José Luis  Mayoz,1954.0,64.04768229585669,177.77700586908452,Spain
vicente-iza-narvarrete,Vicente  Iza,1958.0,74.02518377734052,179.4224048272061,Spain
johan-jacobs,Johan  Jacobs,1997.0,78.0,192.0,Switzerland
riccardo-zoidl,Riccardo  Zoidl,1988.0,63.0,177.0,Austria
giuseppe-perletto,Giuseppe  Perletto,1948.0,68.68037860325309,185.87232677219302,Italy
edward-king,Edward  King,1983.0,78.0,189.0,United States
jon-barrenetxea-golzarri,Jon  Barrenetxea,2000.0,74.0,188.0,Spain
willy-van-den-eynde,Willy Van Den Eynde,1943.0,72.41976819299302,188.1750757788673,Belgium
paolo-simion,Paolo  Simion,1992.0,79.0,185.0,Italy
valere-van-sweevelt,Valère Van Sweevelt,1947.0,66.4038866314973,181.4874689429494,Belgium
frederic-vichot,Frédéric  Vichot,1959.0,69.75025434830691,187.53027375724173,France
luc-d-hondt,Luc  D'hondt,1951.0,61.54242002726454,181.36790317338472,Belgium
miguel-van-kessel,Miguel  Van Kessel,1975.0,71.18882172468541,176.529677613864,Netherlands
clinton-avery,Clinton  Avery,1987.0,90.0,195.0,New Zealand
nacor-burgos,Nacor  Burgos,1977.0,58.0,170.0,Spain
aitor-perez-arrieta,Aitor  Pérez,1977.0,70.0,183.0,Spain
enrico-maggioni,Enrico  Maggioni,1946.0,72.34418124828868,183.96892565074515,Italy
jan-van-houwelingen,Jan van Houwelingen,1955.0,71.23574632302204,187.08950156014416,Netherlands
victor-de-la-parte,Víctor de la Parte,1986.0,64.0,181.0,Spain
martin-durant,Martin  Durant,1956.0,60.11812922735895,174.7390151180477,Belgium
gilles-mas,Gilles  Mas,1961.0,64.32714092950087,179.77131573022027,France
armando-moreno,Armando Isaac  Moreno,1967.0,76.38736151647001,181.8630000998556,Colombia
geert-decorte,Geert  Decorte,1964.0,65.84676970211407,180.9766927611869,Belgium
jose-coll,Jose  Coll,1964.0,70.19795279097501,179.2851266225003,Spain
silvio-herklotz,Silvio  Herklotz,1994.0,68.0,190.0,Germany
mirko-tedeschi,Mirko  Tedeschi,1989.0,69.0,180.0,Italy
niklas-eg,Niklas  Eg,1995.0,60.0,184.0,Denmark
alfonso-florez-ortiz,Alfonso  Florez,1952.0,63.43046476465736,173.55845566241678,Colombia
tyler-williams,Tyler  Williams,1994.0,73.0,180.0,United States
keegan-swenson,Keegan  Swenson,1994.0,66.0,178.0,United States
michel-cerneus,Michel  Cerneus,1976.0,72.36667502824992,175.36814299687586,Netherlands
jose-luis-lopez-cerron,José Luis  López,1956.0,78.17615682000441,182.79105092066925,Spain
jens-zemke,Jens  Zemke,1966.0,80.31429190736164,189.5321143771096,Germany
derek-gee,Derek  Gee,1997.0,76.0,189.0,Canada
jose-almagro,José Mario  Almagro,1980.0,74.75615241442011,182.27877046554752,Spain
franco-bitossi,Franco  Bitossi,1940.0,64.2197341506937,177.6348184420705,Italy
gianluca-maggiore,Gianluca  Maggiore,1985.0,63.81756843880545,173.94416027457584,Italy
anatoliy-budyak,Anatoliy  Budyak,1995.0,53.0,169.0,Ukraine
jesus-lopez-carril,Jesús  López,1949.0,69.72186724378754,176.09885177291875,Spain
jack-haig,Jack  Haig,1993.0,67.0,190.0,Australia
rob-ruijgh,Rob  Ruijgh,1986.0,64.0,172.0,Netherlands
thierry-marie,Thierry  Marie,1963.0,68.0,174.0,France
johan-lammerts,Johan  Lammerts,1960.0,63.38085517865483,173.13544081146355,Netherlands
miyataka-shimizu,Miyataka  Shimizu,1981.0,60.0,164.0,Japan
fabio-enrique-parra,Fabio Enrique  Parra,1959.0,77.1744997513054,183.26551192541874,Colombia
juan-jose-quintanilla,Juan José  Quintanilla,1958.0,69.29082466209425,179.68465445444596,Spain
christoph-demel,Christoph  Demel,1970.0,71.33641973517791,179.20016077287704,Austria
lorenzo-bernucci,Lorenzo  Bernucci,1979.0,72.0,183.0,Italy
jean-paul-simon,Jean-Paul  Simon,1982.0,66.90256367852348,179.48022840432787,Belgium
marzio-bruseghin,Marzio  Bruseghin,1974.0,70.0,182.0,Italy
artyom-zakharov,Artyom  Zakharov,1991.0,70.0,179.0,Kazakhstan
enrico-zanoncello,Enrico  Zanoncello,1997.0,64.0,170.0,Italy
domingo-munoz,Domingo  Munoz,1955.0,69.92411596434106,176.70084884163333,Spain
antonio-bevilacqua,Antonio  Bevilacqua,1957.0,65.77357256393172,176.9958642176533,Italy
stefan-kupfernagel,Stefan  Kupfernagel,1977.0,71.17930187100045,190.0154423833044,Germany
natnael-berhane,Natnael  Berhane,1991.0,66.0,182.0,Eritrea
stefan-rucker,Stefan  Rucker,1980.0,68.99708596032501,182.10897939667834,Austria
gerard-mace,Gérard  Macé,1953.0,73.79751203277783,186.2726838314331,France
gordon-mccauley,Gordon  McCauley,1972.0,71.76833942696125,175.81598498656763,New Zealand
antonio-colom,Antonio  Colom,1978.0,71.0,183.0,Spain
joaquin-ortega,Joaquin  Ortega,1981.0,63.26994927776977,172.71464526245398,Spain
santiago-botero,Santiago  Botero,1972.0,75.0,175.0,Colombia
sjoerd-van-ginneken,Sjoerd van Ginneken,1992.0,72.0,185.0,Netherlands
jonathan-paredes,Jonathan  Paredes,1989.0,63.0,175.0,Colombia
guillaume-van-keirsbulck,Guillaume Van Keirsbulck,1991.0,89.0,192.0,Belgium
pascal-dubois,Pascal  Dubois,1962.0,69.83659593709584,180.13750680610624,France
francisco-cambil,Francisco  Cambil,1960.0,72.87867194414565,186.3640526823131,Spain
adrien-garel,Adrien  Garel,1996.0,77.0,187.0,France
peter-velits,Peter  Velits,1985.0,63.0,181.0,Slovakia
chris-barnsley,Chris  Barnsley,1971.0,63.45769401211747,169.4984582416343,New Zealand
alfonso-gutierrez,Alfonso  Gutiérrez,1961.0,63.59151738677002,174.96782439261278,Spain
leo-schoenenberger,Léo  Schönenberger,1963.0,63.82699434749631,178.9101392634573,Switzerland
cyril-bos,Cyril  Bos,1972.0,62.62655166780763,179.41155035162555,France
ignacio-fandos,Ignacio Juan  Fandos,1957.0,57.72236633131392,175.06533124862497,Spain
simone-velasco,Simone  Velasco,1995.0,59.0,170.0,Italy
roy-jans,Roy  Jans,1990.0,68.0,178.0,Belgium
jordi-gilabert-franch,Jordi  Gilabert,1970.0,70.29721324071207,184.39369191816962,Spain
ronny-claes,Ronny  Claes,1957.0,61.37276247238845,171.34684097279208,Belgium
francisco-jose-lara,Francisco José  Lara,1977.0,64.30821763066831,172.6044889513558,Spain
steen-michael-petersen,Steen Michael  Petersen,1959.0,70.72610413565452,181.6922577393294,Denmark
aleksandr-vlasov,Aleksandr  Vlasov,1996.0,68.0,186.0,Russia
ole-kristan-silseth,Ole-kristan  Silseth,1959.0,64.55534938815116,179.51419225478907,Norway
serafim-vieira,Serafim  Vieira,1966.0,81.42652415916271,183.25744357389334,Portugal
andre-korff,André  Korff,1973.0,72.79925871000606,185.3414479935759,Germany
jerome-baugnies,Jérôme  Baugnies,1987.0,69.0,181.0,Belgium
lars-boom,Lars  Boom,1985.0,75.0,191.0,Netherlands
daniel-verplancke,Daniel  Verplancke,1948.0,62.42921445488234,179.63933447634665,Belgium
johnny-weltz,Johnny  Weltz,1962.0,65.0,178.0,Denmark
cristian-munoz,Cristian Camilo  Muñoz,1996.0,63.0,180.0,Colombia
jeremy-hunt,Jeremy  Hunt,1974.0,76.0,181.0,Great Britain
dominique-sanders,Dominique  Sanders,1957.0,78.1727038761649,182.16455408582448,France
carlos-verona,Carlos  Verona,1992.0,68.0,186.0,Spain
francois-bidard,François  Bidard,1992.0,65.0,180.0,France
pascal-chanteur,Pascal  Chanteur,1968.0,62.0,172.0,France
marc-fournier,Marc  Fournier,1994.0,71.0,183.0,France
salvador-jarque,Salvador  Jarque,1957.0,66.10888229488373,178.0338356750082,Spain
remmert-wielinga,Remmert  Wielinga,1978.0,68.0,181.0,Netherlands
gian-friesecke,Gian  Friesecke,1994.0,75.95567080835896,190.0,Switzerland
ryder-hesjedal,Ryder  Hesjedal,1980.0,73.0,187.0,Canada
simone-stortoni,Simone  Stortoni,1985.0,59.0,169.0,Italy
alain-dithurbide,Alain  Dithurbide,1959.0,66.01592003772132,174.80969125799842,France
oleksandr-kvachuk,Oleksandr  Kvachuk,1983.0,68.0,182.0,Ukraine
niklas-axelsson,Niklas  Axelsson,1972.0,73.0,180.0,Sweden
jeff-bradley,Jeff  Bradley,1961.0,75.08063867056433,178.90741456202016,United States
greg-lemond,Greg  LeMond,1961.0,67.0,178.0,United States
gorka-izagirre,Gorka  Izagirre,1987.0,66.0,176.0,Spain
matthew-goss,Matthew  Goss,1986.0,70.0,178.0,Australia
christian-levavasseur,Christian  Levavasseur,1956.0,61.71724061656698,173.29716526127388,France
edwin-bafcop,Edwin  Bafcop,1962.0,69.52778722977206,184.53790363673485,Belgium
clement-champoussin,Clément  Champoussin,1998.0,61.0,180.0,France
jaakko-hanninen,Jaakko  Hänninen,1997.0,60.0,177.0,Finland
joseph-borguet,Joseph  Borguet,1951.0,69.41327036972591,184.61373764378865,Belgium
luis-angel-mate,Luis Ángel  Maté,1984.0,68.0,178.0,Spain
alain-budet,Alain  Budet,1952.0,69.76299646154173,180.04586588576606,France
giovanni-cavalcanti,Giovanni  Cavalcanti,1943.0,72.86896778128126,177.8467780848558,Italy
giovanni-mantovani,Giovanni  Mantovani,1955.0,71.63977680455976,187.62408563050576,Italy
filippo-simeoni,Filippo  Simeoni,1971.0,68.0,185.0,Italy
jan-krekels,Jan  Krekels,1947.0,73.0,179.0,Netherlands
juan-antonio-flecha,Juan Antonio  Flecha,1977.0,72.0,181.0,Spain
laurens-de-plus,Laurens De Plus,1995.0,67.0,190.0,Belgium
mario-anni,Mario  Anni,1943.0,64.77759003291546,172.62347278354457,Italy
rasmus-tiller,Rasmus  Tiller,1996.0,84.0,187.0,Norway
wim-myngheer,Wim  Myngheer,1955.0,73.50740113361945,186.30747700496443,Belgium
lucien-aimar,Lucien  Aimar,1941.0,61.61367220833847,170.0,France
nicolaj-bo-larsen,Nicolaj Bo  Larsen,1971.0,72.796276101091,184.07577084949267,Denmark
jose-cayetano-julia,José Cayetano  Juliá,1979.0,69.19445685323682,177.7583116425812,Spain
nathan-vandepitte,Nathan  Vandepitte,2000.0,80.0,192.0,France
daniele-callegarin,Daniele  Callegarin,1982.0,61.97731745632994,180.1476306861911,Italy
massimiliano-gentili,Massimiliano  Gentili,1971.0,80.61539427955549,190.74479806406544,Italy
menno-vink,Menno  Vink,1969.0,77.78162622816188,183.3335571830818,Netherlands
kamiel-bonneu,Kamiel  Bonneu,1999.0,62.0,178.0,Belgium
leopold-konig,Leopold  König,1987.0,62.0,178.0,Czech Republic
alex-peters,Alex  Peters,1994.0,67.0,175.0,Great Britain
raphael-pires,Raphael  Pires,1997.0,63.0,178.0,Brazil
daniel-ribera,Daniel  Ribera,1975.0,61.9565125170825,175.525834464407,Spain
klaus-peter-thaler,Klaus-Peter  Thaler,1949.0,60.0,171.0,Germany
noah-vandenbranden,Noah  Vandenbranden,2002.0,74.0,181.0,Belgium
mauro-longo,Mauro  Longo,1960.0,63.81562036302775,170.78645197025494,Italy
flavio-giupponi,Flavio  Giupponi,1964.0,72.71434414093261,185.49713400850476,Italy
jose-vincente-diaz,Jose Vincente Diaz,1965.0,59.216540722058355,180.96535979375935,Colombia
hennie-stamsnijder,Hennie  Stamsnijder,1954.0,58.66155953111968,172.67639499517688,Netherlands
federico-ghiotto,Federico  Ghiotto,1963.0,71.4704812213672,178.96461569164293,Italy
roberto-pistore,Roberto  Pistore,1971.0,76.87092248576461,182.0575809407581,Italy
julien-trarieux,Julien  Trarieux,1992.0,71.0,183.0,France
eric-dall-armellina,Éric  Dall'Armellina,1959.0,77.42785199066832,185.0846468980587,France
georg-totschnig,Georg  Totschnig,1971.0,62.0,175.0,Austria
rolf-huser,Rolf  Huser,1971.0,65.0,175.0,Switzerland
marco-tabai,Marco  Tabai,1961.0,71.45890441349547,169.69332718132893,Italy
twan-poels,Twan  Poels,1963.0,76.19007856279786,174.36287952136223,Netherlands
yoshiyuki-abe,Yoshiyuki  Abe,1969.0,67.0,175.0,Japan
alain-de-carvalho,Alain De Carvalho,1953.0,71.64413967347356,175.74313307865305,France
peter-hoondert,Peter  Hoondert,1961.0,73.86655243222107,182.50370620742956,Netherlands
mario-manzoni,Mario  Manzoni,1969.0,70.22301849298447,173.47943934747423,Italy
matteo-carrara,Matteo  Carrara,1979.0,67.0,188.0,Italy
andre-steensen,André  Steensen,1987.0,65.0,185.0,Denmark
juan-antonio-lopez-cozar-jaimez,Juan Antonio  López-Cózar,1994.0,70.0,175.0,Spain
brian-kamstra,Brian  Kamstra,1993.0,64.0,184.0,Netherlands
christophe-leroscouet,Christophe  Leroscouet,1971.0,68.9209275822665,171.20406151123473,France
gilbert-glaus,Gilbert  Glaus,1955.0,67.0,174.0,Switzerland
vytautas-kaupas,Vytautas  Kaupas,1982.0,59.05191818061653,174.74243473914407,Lithuania
manuele-mori,Manuele  Mori,1980.0,62.0,172.0,Italy
joaquim-faura,Joaquim  Faura,1962.0,68.35481328935614,179.91268610077978,Spain
rafael-lorenzana,Rafael  Lorenzana,1964.0,73.85288114479485,184.31976719950856,Spain
oleksandr-sheydyk,Oleksandr  Sheydyk,1980.0,68.41799497576187,180.18710042274554,Ukraine
lukas-postlberger,Lukas  Pöstlberger,1992.0,70.0,182.0,Austria
ruslan-ivanov,Ruslan  Ivanov,1973.0,71.0,177.0,Moldova
evgeni-petrov,Evgeni  Petrov,1978.0,70.0,181.0,Russia
wies-van-dongen,Wies van Dongen,1957.0,66.31843544630242,180.2756259627823,Netherlands
jaroslaw-marycz,Jarosław  Marycz,1987.0,69.0,182.0,Poland
frits-van-bindsbergen,Frits Van Bindsbergen,1960.0,73.32984051229586,189.63930935394546,Netherlands
damiano-cunego,Damiano  Cunego,1981.0,58.0,169.0,Italy
christian-auriemma,Christian  Auriemma,1974.0,69.17936930974801,184.0307570646059,Italy
mathieu-criquielion,Mathieu  Criquielion,1981.0,60.919400759349664,176.22785874886404,Belgium
carlos-da-cruz,Carlos Da Cruz,1974.0,74.0,182.0,France
dario-bottaro,Dario  Bottaro,1966.0,83.26275429758277,186.833321545924,Italy
luis-domingos,Luis Gabirro Domingos,1961.0,66.65511635386784,180.2732444120113,Portugal
ronny-van-de-vijver,Ronny Van De Vijver,1945.0,58.04269829097176,169.22728872161915,Belgium
louis-luyten,Louis  Luyten,1955.0,64.71485152408172,173.76883633845046,Belgium
yvon-bertin,Yvon  Bertin,1953.0,55.23112939693796,172.24778433686393,France
christophe-oriol,Christophe  Oriol,1973.0,65.0,181.0,France
christopher-juul-jensen,Christopher  Juul-Jensen,1989.0,73.0,183.0,Denmark
ole-ritter,Ole  Ritter,1941.0,74.0,178.0,Denmark
matija-kvasina,Matija  Kvasina,1981.0,72.0,180.0,Croatia
phil-anderson,Phil  Anderson,1958.0,72.06017396793642,182.29341122132723,Australia
flavio-cardoso,Flavio Cardoso  Santos,1980.0,65.31933786519737,176.5502185716174,Brazil
bernt-johansson,Bernt  Johansson,1953.0,71.0,176.0,Sweden
