points,uci_points,length,climb_total,profile,startlist_quality,position,cyclist_age,delta,label
0.0,0.0,155200.0,3582.0,5.0,1182,34,67.0,650.0,1
0.0,0.0,164600.0,2091.0,3.0,704,113,56.0,69.0,1
70.0,50.0,40700.0,434.0,3.0,1551,2,50.0,19.0,0
0.0,0.0,168200.0,2327.0,2.0,508,18,56.0,0.0,0
18.0,25.0,137800.0,3472.0,4.0,719,3,55.0,49.0,0
0.0,0.0,40700.0,434.0,3.0,1551,45,50.0,269.0,1
3.0,8.0,163700.0,815.0,1.0,981,8,68.0,0.0,0
0.0,0.0,138600.0,2121.0,2.0,722,63,52.0,280.0,1
0.0,0.0,169900.0,808.0,1.0,1584,45,28.0,0.0,1
100.0,210.0,179000.0,4483.0,5.0,1584,1,39.0,0.0,0
26.0,55.0,151800.0,4281.0,4.0,1584,6,50.0,106.0,0
50.0,50.0,168600.0,2706.0,2.0,722,1,52.0,0.0,0
0.0,0.0,171400.0,3675.0,5.0,968,144,63.0,1599.0,1
0.0,0.0,165100.0,4660.0,5.0,1551,16,52.0,366.0,0
0.0,0.0,180000.0,388.0,1.0,621,11,46.0,15.0,0
0.0,0.0,138300.0,2278.0,4.0,968,124,32.0,928.0,1
0.0,0.0,178000.0,3489.0,5.0,817,16,41.0,261.0,0
5.0,0.0,201600.0,2508.0,3.0,866,73,51.0,192.0,1
6.0,0.0,147000.0,3167.0,2.0,817,10,45.0,265.0,0
0.0,0.0,185600.0,2703.0,2.0,741,25,28.0,0.0,1
46.0,70.0,272500.0,2289.0,2.0,759,11,52.0,48.0,0
0.0,0.0,177000.0,4019.0,5.0,817,35,34.0,468.0,1
0.0,0.0,172000.0,3626.0,5.0,817,54,56.0,550.0,1
0.0,0.0,163700.0,815.0,1.0,981,54,43.0,0.0,1
0.0,0.0,176900.0,3125.0,2.0,767,16,54.0,0.0,0
3.0,0.0,168600.0,2706.0,2.0,722,8,60.0,48.0,0
0.0,0.0,215000.0,3817.0,5.0,1059,140,37.0,2081.0,1
0.0,0.0,192700.0,3238.0,5.0,968,88,63.0,1565.0,1
3.0,3.0,166000.0,146.0,1.0,530,8,38.0,0.0,0
0.0,0.0,173700.0,1893.0,2.0,855,20,70.0,0.0,1
0.0,0.0,162700.0,3652.0,4.0,1584,62,40.0,790.0,1
0.0,0.0,195000.0,4040.0,4.0,835,77,68.0,1250.0,1
0.0,0.0,154000.0,1660.0,1.0,1044,140,27.0,69.0,1
0.0,0.0,5120.0,39.0,1.0,508,15,48.0,16.0,0
0.0,0.0,171500.0,1785.0,1.0,1551,38,29.0,8.0,1
0.0,0.0,168400.0,1766.0,1.0,968,18,30.0,0.0,0
0.0,0.0,15840.0,884.0,5.0,508,16,73.0,115.0,0
5.0,0.0,204000.0,2867.0,2.0,817,11,34.0,175.0,0
0.0,0.0,208900.0,2949.0,2.0,1584,45,48.0,300.0,1
1.0,0.0,191800.0,2473.0,4.0,789,10,36.0,0.0,0
0.0,0.0,148000.0,1364.0,5.0,621,38,42.0,238.0,1
0.0,0.0,35000.0,84.0,1.0,835,94,43.0,283.0,1
13.0,15.0,174000.0,304.0,1.0,530,4,64.0,0.0,0
20.0,24.0,230300.0,4057.0,2.0,787,16,57.0,182.0,0
0.0,0.0,177000.0,4019.0,5.0,817,62,34.0,1605.0,1
10.0,0.0,203000.0,369.0,1.0,817,8,36.0,0.0,0
0.0,0.0,194100.0,2089.0,2.0,781,58,40.0,0.0,1
5.0,0.0,293000.0,2096.0,2.0,938,108,39.0,361.0,1
6.0,0.0,152600.0,4033.0,5.0,968,10,47.0,130.0,0
0.0,0.0,190800.0,1929.0,1.0,1182,14,47.0,0.0,0
0.0,0.0,211000.0,4654.0,4.0,855,103,47.0,1452.0,1
0.0,0.0,159000.0,1296.0,2.0,1059,50,54.0,0.0,1
3.0,10.0,185000.0,2348.0,2.0,835,13,41.0,140.0,0
0.0,0.0,169900.0,808.0,1.0,1584,16,24.0,0.0,0
18.0,20.0,272500.0,2289.0,2.0,759,22,52.0,67.0,1
30.0,35.0,253000.0,4852.0,2.0,1019,15,49.0,121.0,0
0.0,0.0,13400.0,188.0,1.0,1182,14,47.0,36.0,0
0.0,0.0,193500.0,2667.0,2.0,1584,149,31.0,92.0,1
0.0,0.0,192900.0,3743.0,3.0,1551,123,34.0,1655.0,1
0.0,0.0,180100.0,4158.0,5.0,508,65,68.0,510.0,1
0.0,0.0,215000.0,3817.0,5.0,1059,16,57.0,300.0,0
14.0,35.0,182400.0,3441.0,5.0,1584,9,38.0,136.0,0
0.0,0.0,203000.0,369.0,1.0,817,82,36.0,0.0,1
0.0,0.0,182000.0,3221.0,3.0,1584,138,47.0,833.0,1
0.0,0.0,164500.0,3187.0,2.0,719,109,34.0,1008.0,1
0.0,0.0,218000.0,4143.0,5.0,835,50,52.0,281.0,1
0.0,0.0,163700.0,815.0,1.0,981,139,43.0,0.0,1
0.0,0.0,165100.0,4660.0,5.0,1551,124,52.0,2029.0,1
0.0,0.0,167300.0,2865.0,3.0,781,18,41.0,0.0,0
10.0,15.0,165400.0,2514.0,3.0,719,5,68.0,0.0,0
50.0,60.0,216000.0,2601.0,2.0,1044,1,41.0,0.0,0
0.0,0.0,9000.0,9.0,1.0,621,16,53.0,33.0,0
5.0,0.0,272500.0,2289.0,2.0,759,65,52.0,530.0,1
2.0,0.0,171200.0,1688.0,3.0,722,9,35.0,0.0,0
0.0,0.0,198000.0,2746.0,2.0,767,20,52.0,38.0,1
0.0,0.0,188300.0,1316.0,3.0,1551,78,51.0,146.0,1
0.0,0.0,165100.0,4660.0,5.0,1551,150,52.0,2290.0,1
0.0,0.0,162000.0,2581.0,2.0,835,147,37.0,1105.0,1
5.0,0.0,203900.0,2010.0,2.0,640,111,47.0,748.0,1
0.0,0.0,169400.0,1405.0,2.0,981,152,51.0,450.0,1
0.0,0.0,192700.0,3238.0,5.0,968,79,63.0,1565.0,1
14.0,35.0,179300.0,1873.0,2.0,1584,9,33.0,0.0,0
0.0,0.0,198000.0,2746.0,2.0,767,143,43.0,619.0,1
0.0,0.0,169400.0,1405.0,2.0,981,17,51.0,0.0,0
0.0,0.0,137800.0,2413.0,5.0,1584,16,52.0,105.0,0
0.0,0.0,168600.0,2706.0,2.0,722,28,29.0,48.0,1
0.0,0.0,207000.0,2790.0,2.0,835,46,45.0,449.0,1
5.0,0.0,204100.0,2017.0,2.0,860,63,43.0,506.0,1
80.0,100.0,202000.0,5268.0,4.0,817,1,27.0,0.0,0
6.0,0.0,192900.0,3743.0,3.0,1551,12,34.0,52.0,0
18.0,24.0,184000.0,3107.0,3.0,688,17,77.0,106.0,0
0.0,0.0,219000.0,2430.0,2.0,835,88,45.0,0.0,1
18.0,4.0,138300.0,2278.0,4.0,968,5,32.0,0.0,0
4.0,10.0,143800.0,2617.0,5.0,855,7,39.0,21.0,0
0.0,0.0,191800.0,2473.0,4.0,789,11,36.0,0.0,0
0.0,0.0,179300.0,1873.0,2.0,1584,117,33.0,60.0,1
38.0,50.0,257200.0,1362.0,1.0,747,13,53.0,276.0,0
1.0,0.0,192000.0,3680.0,5.0,968,15,46.0,79.0,0
13.0,25.0,154000.0,1660.0,1.0,1044,4,31.0,0.0,0
6.0,25.0,175000.0,3667.0,4.0,835,10,34.0,121.0,0
0.0,0.0,162700.0,3652.0,4.0,1584,69,40.0,910.0,1
3.0,0.0,159000.0,1296.0,2.0,1059,8,68.0,0.0,0
0.0,0.0,202000.0,3092.0,3.0,1059,46,51.0,77.0,1
0.0,0.0,216000.0,2601.0,2.0,1044,61,41.0,0.0,1
0.0,0.0,165100.0,2441.0,2.0,508,21,41.0,0.0,1
2.0,0.0,171200.0,1688.0,3.0,722,9,35.0,0.0,0
100.0,210.0,151800.0,4281.0,4.0,1584,1,50.0,0.0,0
60.0,120.0,202100.0,3160.0,3.0,971,7,39.0,7.0,0
0.0,0.0,183000.0,5423.0,5.0,835,31,56.0,444.0,1
2.0,10.0,172800.0,1934.0,2.0,1584,14,35.0,103.0,0
0.0,0.0,170000.0,2063.0,2.0,1059,26,71.0,0.0,1
110.0,260.0,194300.0,3092.0,3.0,915,3,31.0,0.0,0
0.0,0.0,155200.0,3582.0,5.0,1182,93,67.0,1570.0,1
0.0,0.0,19600.0,171.0,1.0,835,104,33.0,168.0,1
0.0,0.0,155200.0,3582.0,5.0,1182,84,67.0,1562.0,1
0.0,0.0,161100.0,3394.0,5.0,722,28,42.0,15.0,1
0.0,0.0,12700.0,76.0,1.0,855,55,56.0,52.0,1
0.0,0.0,162800.0,2799.0,3.0,719,43,32.0,137.0,1
0.0,0.0,196000.0,3020.0,2.0,835,108,50.0,679.0,1
6.0,0.0,17400.0,317.0,2.0,817,10,24.0,84.0,0
2.0,10.0,184900.0,1216.0,1.0,1584,14,40.0,0.0,0
0.0,0.0,25600.0,131.0,1.0,767,63,35.0,215.0,1
0.0,0.0,202400.0,2166.0,2.0,722,12,28.0,0.0,0
18.0,10.0,13400.0,188.0,1.0,1182,3,47.0,6.0,0
1.0,2.0,18600.0,1070.0,5.0,835,15,43.0,154.0,0
0.0,0.0,176600.0,2644.0,5.0,704,66,60.0,444.0,1
0.0,0.0,177500.0,4155.0,5.0,767,20,52.0,175.0,1
18.0,60.0,126000.0,692.0,1.0,835,5,41.0,0.0,0
0.0,0.0,153400.0,3741.0,5.0,968,111,60.0,1465.0,1
2.0,0.0,180000.0,388.0,1.0,621,9,46.0,15.0,0
0.0,0.0,143800.0,2617.0,5.0,855,112,40.0,873.0,1
100.0,360.0,258100.00000000003,4443.0,2.0,1042,5,43.0,84.0,0
5.0,8.0,204100.0,2017.0,2.0,860,39,43.0,457.0,1
18.0,30.0,158000.0,2753.0,2.0,781,3,37.0,0.0,0
70.0,50.0,186300.0,2556.0,3.0,1551,2,48.0,0.0,0
18.0,4.0,168000.0,4718.0,5.0,817,5,59.0,110.0,0
0.0,0.0,173700.0,1893.0,2.0,855,19,70.0,0.0,0
42.0,60.0,257200.0,1362.0,1.0,747,12,53.0,273.0,0
0.0,0.0,213000.0,1777.0,2.0,835,138,29.0,911.0,1
10.0,35.0,161000.0,4153.0,5.0,835,8,69.0,116.0,0
18.0,0.0,219900.0,2477.0,3.0,1551,8,45.0,0.0,0
0.0,0.0,142900.0,3554.0,5.0,981,14,31.0,151.0,0
4.0,0.0,219000.0,2144.0,2.0,1059,7,39.0,0.0,0
0.0,0.0,148100.0,2733.0,5.0,1551,108,53.0,1299.0,1
0.0,0.0,156000.0,1219.0,2.0,817,16,38.0,20.0,0
0.0,0.0,192000.0,3680.0,5.0,968,39,46.0,537.0,1
0.0,0.0,188800.0,3408.0,4.0,1182,16,36.0,343.0,0
0.0,0.0,208900.0,2949.0,2.0,1584,27,48.0,58.0,1
0.0,0.0,207920.0,2625.0,2.0,741,29,56.0,0.0,1
0.0,0.0,167300.0,2865.0,3.0,781,15,41.0,0.0,0
0.0,0.0,143800.0,2617.0,5.0,855,90,40.0,865.0,1
0.0,0.0,196500.0,2958.0,2.0,789,111,58.0,167.0,1
60.0,150.0,253600.0,3290.0,2.0,770,7,63.0,194.0,0
0.0,0.0,137800.0,2413.0,5.0,1584,99,44.0,1404.0,1
0.0,0.0,13200.0,21.0,1.0,1551,36,47.0,45.0,1
0.0,0.0,74600.0,2456.0,5.0,835,107,37.0,1256.0,1
0.0,0.0,25600.0,131.0,1.0,767,37,35.0,152.0,1
0.0,0.0,192000.0,1498.0,2.0,817,146,60.0,0.0,1
0.0,0.0,175000.0,3667.0,4.0,835,92,34.0,822.0,1
0.0,0.0,164700.0,2470.0,5.0,981,124,43.0,1342.0,1
0.0,0.0,164600.0,2091.0,3.0,704,17,30.0,0.0,0
50.0,60.0,190800.0,2062.0,2.0,767,1,58.0,0.0,0
26.0,55.0,133500.0,3471.0,4.0,1584,6,55.0,33.0,0
15.0,45.0,219000.0,2430.0,2.0,835,6,45.0,0.0,0
15.0,0.0,156000.0,1219.0,2.0,817,6,38.0,14.0,0
0.0,0.0,138800.0,3782.0,5.0,789,65,25.0,959.0,1
12.0,40.0,74600.0,2456.0,5.0,835,7,37.0,95.0,0
18.0,24.0,204100.0,2017.0,2.0,860,17,43.0,132.0,0
0.0,0.0,164600.0,2091.0,3.0,704,150,56.0,413.0,1
0.0,0.0,153000.0,2243.0,2.0,817,100,40.0,438.0,1
0.0,0.0,148400.0,2669.0,2.0,225,91,24.0,1236.0,1
0.0,0.0,190100.0,2610.0,3.0,767,34,33.0,383.0,1
0.0,0.0,181000.0,2646.0,5.0,621,65,69.0,490.0,1
35.0,95.0,162000.0,2581.0,2.0,835,3,38.0,0.0,0
0.0,0.0,15840.0,884.0,5.0,508,66,70.0,245.0,1
150.0,250.0,204200.0,1666.0,2.0,749,2,36.0,22.0,0
12.0,0.0,181200.0,4120.0,5.0,968,7,36.0,97.0,0
50.0,135.0,256600.00000000003,1380.0,1.0,775,10,44.0,251.0,0
10.0,30.0,184900.0,1216.0,1.0,1584,10,40.0,0.0,0
0.0,0.0,15840.0,884.0,5.0,508,76,70.0,280.0,1
0.0,0.0,192700.0,3238.0,5.0,968,99,63.0,1710.0,1
0.0,0.0,182000.0,1280.0,1.0,1551,111,35.0,39.0,1
0.0,0.0,202000.0,3092.0,3.0,1059,113,51.0,942.0,1
5.0,0.0,257200.0,4342.0,2.0,1101,99,52.0,825.0,1
0.0,0.0,7510.0,100.0,2.0,741,50,39.0,43.0,1
0.0,0.0,138800.0,3782.0,5.0,789,116,34.0,1443.0,1
4.0,0.0,17400.0,317.0,2.0,817,12,24.0,90.0,0
0.0,0.0,181200.0,4120.0,5.0,968,26,36.0,197.0,1
18.0,4.0,168000.0,4718.0,5.0,817,5,59.0,110.0,0
0.0,0.0,174000.0,304.0,1.0,530,18,64.0,0.0,0
40.0,90.0,172800.0,1934.0,2.0,1584,4,35.0,39.0,0
0.0,0.0,175100.0,518.0,1.0,968,17,37.0,0.0,0
0.0,0.0,157000.0,601.0,1.0,1551,18,48.0,64.0,0
0.0,0.0,161100.0,3394.0,5.0,722,89,42.0,610.0,1
50.0,60.0,5120.0,39.0,1.0,508,1,48.0,0.0,0
0.0,0.0,202000.0,3092.0,3.0,1059,17,51.0,12.0,0
0.0,0.0,187200.0,2978.0,2.0,968,170,38.0,1007.0,1
70.0,140.0,203900.0,2010.0,2.0,640,6,43.0,96.0,0
5.0,0.0,258100.00000000003,4443.0,2.0,1042,76,43.0,866.0,1
15.0,45.0,196000.0,3020.0,2.0,835,6,37.0,51.0,0
30.0,25.0,190800.0,2062.0,2.0,767,2,58.0,0.0,0
0.0,0.0,13900.0,4.0,1.0,1059,18,51.0,47.0,0
0.0,0.0,133500.0,3471.0,4.0,1584,109,52.0,1530.0,1
0.0,0.0,212400.0,1958.0,1.0,981,141,35.0,52.0,1
0.0,0.0,193200.0,255.0,1.0,968,162,63.0,32.0,1
0.0,0.0,186300.0,2556.0,3.0,1551,139,41.0,462.0,1
4.0,15.0,179000.0,4483.0,5.0,1584,13,39.0,331.0,0
0.0,0.0,12700.0,76.0,1.0,855,17,50.0,34.0,0
5.0,8.0,184000.0,3107.0,3.0,688,39,77.0,324.0,1
0.0,0.0,218000.0,2503.0,3.0,1044,154,54.0,1059.0,1
0.0,0.0,157000.0,601.0,1.0,1551,61,48.0,179.0,1
0.0,0.0,151800.0,4281.0,4.0,1584,17,50.0,782.0,0
0.0,0.0,182000.0,1280.0,1.0,1551,114,35.0,39.0,1
50.0,40.0,152500.0,2319.0,3.0,968,2,64.0,0.0,0
0.0,0.0,182400.0,3441.0,5.0,1584,156,38.0,1796.0,1
0.0,0.0,135800.0,1842.0,2.0,704,31,55.0,58.0,1
18.0,30.0,254100.0,3460.0,2.0,705,17,62.0,110.0,0
13.0,0.0,215000.0,3817.0,5.0,1059,4,57.0,94.0,0
0.0,0.0,171200.0,1688.0,3.0,722,16,35.0,0.0,0
0.0,0.0,173700.0,1893.0,2.0,855,18,70.0,0.0,0
0.0,0.0,194600.0,3881.0,5.0,767,77,30.0,1722.0,1
70.0,200.0,256600.00000000003,1380.0,1.0,775,8,44.0,211.0,0
0.0,0.0,174100.0,2534.0,2.0,704,73,39.0,127.0,1
