points,uci_points,length,climb_total,profile,startlist_quality,position,cyclist_age,delta,label
0.0,0.0,163500.0,3145.0,5.0,636,132,49.0,1356.0,1
0.0,0.0,223500.0,1975.0,2.0,1758,93,31.0,0.0,1
0.0,0.0,40200.0,411.0,1.0,899,142,28.0,427.0,1
0.0,0.0,166700.0,1725.0,3.0,918,50,62.0,0.0,1
3.0,0.0,131000.0,1106.0,5.0,881,13,28.0,72.0,0
0.0,0.0,188400.0,3867.0,3.0,817,93,45.0,1669.0,1
0.0,-0.0,38900.0,201.0,1.0,960,95,20.0,307.0,1
5.0,5.0,251000.0,2967.0,2.0,763,55,22.0,437.0,1
0.0,1.0,232000.0,1999.0,3.0,866,57,36.0,2.0,1
0.0,-0.0,147000.0,4730.0,5.0,1342,133,30.0,2078.0,1
0.0,0.0,111900.0,3291.0,4.0,936,40,66.0,743.0,1
0.0,-0.0,236000.0,3199.0,3.0,923,50,30.0,706.0,1
0.0,0.0,208000.0,1785.0,3.0,929,167,21.0,70.0,1
18.0,23.0,256000.0,3040.0,2.0,1232,22,34.0,363.0,1
10.0,1.0,205000.0,5202.0,5.0,1437,10,18.0,227.0,0
0.0,-0.0,200000.0,3572.0,2.0,1871,97,8.0,596.0,1
0.0,0.0,225100.0,544.0,1.0,819,99,23.0,0.0,1
0.0,0.0,223000.0,3353.0,3.0,929,93,26.0,47.0,1
0.0,0.0,191700.0,1160.0,1.0,692,126,43.0,42.0,1
0.0,-0.0,173000.0,748.0,1.0,1165,171,7.0,356.0,1
0.0,-0.0,166000.0,1297.0,1.0,1206,95,21.0,0.0,1
0.0,0.0,131000.0,1106.0,5.0,881,138,28.0,878.0,1
0.0,-1.0,145400.0,2337.0,3.0,376,46,17.0,24.0,1
0.0,0.0,173000.0,1720.0,2.0,844,158,31.0,0.0,1
0.0,0.0,160000.0,1971.0,2.0,1150,12,16.0,0.0,0
0.0,0.0,171000.0,1940.0,2.0,670,21,48.0,316.0,1
5.0,5.0,240000.0,5236.0,4.0,1191,53,55.0,1092.0,1
0.0,-0.0,35000.0,747.0,2.0,523,61,11.0,343.0,1
80.0,100.0,220000.0,1790.0,2.0,896,1,43.0,0.0,0
0.0,0.0,153500.0,1858.0,2.0,1688,159,20.0,224.0,1
30.0,10.0,9500.0,287.0,2.0,951,2,-1.0,28.0,0
8.0,2.0,6900.0,112.0,1.0,621,9,27.0,33.0,0
0.0,0.0,208000.0,2654.0,2.0,1056,105,20.0,298.0,1
15.0,10.0,266000.0,1925.0,1.0,1319,32,19.0,0.0,1
0.0,0.0,200800.0,4399.0,5.0,1036,128,28.0,1316.0,1
0.0,0.0,229000.0,2407.0,2.0,881,45,18.0,6.0,1
5.0,10.0,294000.0,2812.0,2.0,1599,60,6.0,110.0,1
0.0,-0.0,218500.0,15.0,1.0,1994,54,11.0,238.0,1
0.0,0.0,210000.0,171.0,1.0,621,100,35.0,0.0,1
0.0,0.0,57000.0,2625.0,2.0,680,29,14.0,263.0,1
0.0,-0.0,182000.0,1571.0,1.0,1026,108,21.0,33.0,1
0.0,0.0,181200.0,2837.0,3.0,722,99,47.0,462.0,1
0.0,0.0,197800.0,2917.0,3.0,1175,134,37.0,217.0,1
0.0,-0.0,193500.0,2746.0,2.0,1224,111,-4.0,85.0,1
0.0,0.0,196000.0,1609.0,2.0,1034,118,25.0,0.0,1
0.0,0.0,157900.0,2708.0,2.0,1170,114,41.0,1152.0,1
0.0,-0.0,196000.0,1609.0,2.0,1034,83,25.0,0.0,1
0.0,0.0,203000.0,2728.0,3.0,800,83,14.0,323.0,1
0.0,0.0,115500.0,2292.0,4.0,1158,109,37.0,997.0,1
0.0,0.0,166500.0,3969.0,5.0,1082,52,48.0,1129.0,1
0.0,0.0,183000.0,3835.0,3.0,1170,162,32.0,1129.0,1
0.0,0.0,199500.0,2593.0,2.0,899,162,23.0,1161.0,1
0.0,0.0,12700.0,708.0,5.0,891,38,36.0,144.0,1
5.0,8.0,270000.0,2367.0,2.0,993,36,12.0,112.0,1
0.0,0.0,167000.0,2655.0,5.0,1812,36,41.0,388.0,1
0.0,0.0,249500.0,4500.0,2.0,2047,57,36.0,188.0,1
0.0,-0.0,94000.0,828.0,1.0,1170,120,62.0,36.0,1
22.0,28.0,277500.0,3206.0,3.0,626,19,-8.0,854.0,0
0.0,-0.0,38000.0,203.0,1.0,1941,137,3.0,10.0,1
0.0,0.0,202000.0,3428.0,3.0,838,116,28.0,404.0,1
0.0,0.0,173000.0,2832.0,3.0,1002,19,22.0,160.0,0
15.0,1.0,162000.0,1468.0,1.0,935,6,17.0,0.0,0
0.0,0.0,201000.0,3539.0,4.0,953,97,22.0,966.0,1
0.0,0.0,3400.0,227.0,1.0,799,130,11.0,22.0,1
0.0,0.0,148000.0,1556.0,1.0,747,120,45.0,0.0,1
9.0,13.0,294000.0,3138.0,2.0,740,31,-8.0,62.0,1
10.0,13.0,203000.0,2251.0,2.0,699,16,36.0,196.0,0
4.0,0.0,111900.0,751.0,1.0,852,12,39.0,0.0,0
13.0,3.0,195000.0,2970.0,3.0,816,4,37.0,15.0,0
0.0,-0.0,237500.0,4000.0,4.0,1470,110,-5.0,1081.0,1
0.0,0.0,9000.0,65.0,2.0,791,124,36.0,102.0,1
0.0,9.0,162700.0,2352.0,3.0,873,69,11.0,173.0,1
0.0,0.0,222000.0,1675.0,1.0,1612,86,30.0,18.0,1
0.0,-0.0,234000.0,1782.0,1.0,1731,165,2.0,0.0,1
0.0,0.0,193000.0,2305.0,3.0,680,59,34.0,2.0,1
0.0,-0.0,5200.0,27.0,1.0,1241,48,-10.0,44.0,1
0.0,0.0,203000.0,1577.0,3.0,975,103,43.0,168.0,1
0.0,-0.0,193500.0,2746.0,2.0,1224,46,-4.0,85.0,1
0.0,0.0,203500.0,1278.0,1.0,1791,94,61.0,0.0,1
3.0,-0.0,189100.0,3425.0,4.0,352,8,-20.0,0.0,0
0.0,-0.0,32000.0,551.0,3.0,1492,123,-14.0,305.0,1
80.0,100.0,191200.0,3540.0,2.0,1023,1,36.0,0.0,0
0.0,-0.0,165800.0,3321.0,5.0,981,57,6.0,947.0,1
0.0,0.0,231700.0,3954.0,5.0,859,94,22.0,1479.0,1
0.0,-1.0,126000.0,2847.0,3.0,388,14,2.0,54.0,0
0.0,0.0,161000.0,4208.0,5.0,1812,21,51.0,443.0,1
0.0,-0.0,4600.0,63.0,1.0,1872,109,7.0,26.0,1
4.0,0.0,181000.0,2648.0,3.0,882,7,18.0,0.0,0
0.0,0.0,14400.0,102.0,1.0,1044,148,33.0,123.0,1
0.0,0.0,210000.0,3663.0,5.0,930,40,22.0,313.0,1
0.0,0.0,34200.0,223.0,1.0,838,108,44.0,261.0,1
0.0,-0.0,185800.0,2076.0,2.0,1342,131,12.0,1035.0,1
1.0,0.0,135000.0,3283.0,5.0,660,10,38.0,77.0,0
0.0,-0.0,167000.0,2457.0,2.0,1217,156,19.0,522.0,1
0.0,0.0,153000.0,3942.0,4.0,885,73,37.0,1670.0,1
0.0,-1.0,181000.0,3388.0,3.0,457,45,-7.0,0.0,1
0.0,0.0,187000.0,3138.0,2.0,885,122,51.0,1386.0,1
0.0,0.0,169000.0,1628.0,1.0,1108,149,31.0,631.0,1
0.0,0.0,163900.0,1882.0,2.0,616,57,22.0,0.0,1
0.0,0.0,210000.0,1562.0,2.0,792,44,28.0,0.0,1
13.0,1.0,204200.0,2255.0,2.0,972,4,31.0,0.0,0
2.0,0.0,242000.0,1980.0,1.0,1241,14,-3.0,0.0,0
0.0,0.0,34200.0,223.0,1.0,838,67,44.0,200.0,1
5.0,8.0,297000.0,2669.0,2.0,1704,38,22.0,84.0,1
0.0,-0.0,12000.0,812.0,5.0,747,85,2.0,307.0,1
0.0,0.0,170000.0,2870.0,5.0,956,85,47.0,1552.0,1
0.0,-0.0,184000.0,3735.0,4.0,442,74,48.0,1393.0,1
0.0,7.0,204000.0,2247.0,2.0,527,50,31.0,262.0,1
18.0,9.0,164000.0,2109.0,3.0,749,3,-1.0,0.0,0
0.0,0.0,154000.0,1845.0,1.0,1871,127,26.0,0.0,1
0.0,0.0,249000.0,4000.0,4.0,1492,20,-7.0,233.0,1
0.0,0.0,182100.0,2131.0,2.0,816,107,32.0,0.0,1
0.0,0.0,176000.0,436.0,1.0,755,98,45.0,509.0,1
0.0,0.0,168500.0,4411.0,4.0,1690,87,67.0,1363.0,1
0.0,0.0,166500.0,1173.0,1.0,1082,120,49.0,335.0,1
0.0,-0.0,17100.0,943.0,5.0,971,21,59.0,99.0,1
0.0,0.0,138000.0,4545.0,5.0,1812,23,21.0,701.0,1
0.0,0.0,178700.0,2163.0,2.0,1045,174,31.0,43.0,1
0.0,0.0,176500.0,837.0,1.0,1690,69,33.0,5.0,1
5.0,8.0,238000.0,2910.0,2.0,1483,48,30.0,306.0,1
0.0,-0.0,191000.0,3226.0,2.0,1220,22,22.0,0.0,1
5.0,1.0,184000.0,3072.0,3.0,827,57,29.0,621.0,1
0.0,0.0,210500.0,3187.0,5.0,673,90,49.0,629.0,1
0.0,0.0,178500.0,1967.0,2.0,941,83,47.0,324.0,1
12.0,5.0,181000.0,2796.0,3.0,426,11,21.0,38.0,0
0.0,0.0,207000.0,1648.0,1.0,1224,63,-4.0,0.0,1
0.0,-0.0,176400.0,1240.0,1.0,995,159,43.0,334.0,1
0.0,0.0,164000.0,2044.0,2.0,621,41,23.0,0.0,1
6.0,1.0,41000.0,207.0,1.0,883,10,24.0,87.0,0
0.0,-0.0,93500.0,1489.0,3.0,1941,28,29.0,46.0,1
0.0,0.0,299000.0,2469.0,2.0,1269,72,8.0,290.0,1
0.0,0.0,135000.0,2878.0,5.0,1243,54,52.0,580.0,1
0.0,-0.0,3200.0,235.0,2.0,535,48,28.0,11.0,1
5.0,0.0,294000.0,3138.0,2.0,740,100,-7.0,464.0,1
10.0,1.0,116000.0,1514.0,2.0,1128,5,22.0,0.0,0
0.0,0.0,16500.0,586.0,2.0,727,123,41.0,269.0,1
0.0,0.0,27000.0,286.0,2.0,1038,156,44.0,368.0,1
0.0,0.0,170500.0,1658.0,1.0,917,138,40.0,601.0,1
5.0,0.0,242000.0,3773.0,2.0,906,80,-2.0,152.0,1
2.0,0.0,153000.0,1933.0,2.0,1196,9,47.0,0.0,0
0.0,-0.0,192000.0,1277.0,1.0,1632,121,11.0,44.0,1
0.0,0.0,224000.0,1340.0,2.0,881,151,54.0,125.0,1
0.0,0.0,208000.0,360.0,1.0,844,114,19.0,0.0,1
0.0,8.0,210000.0,3324.0,3.0,439,27,-2.0,12.0,1
0.0,0.0,206000.0,2176.0,2.0,881,80,25.0,13.0,1
4.0,0.0,203500.0,1163.0,1.0,1791,13,38.0,0.0,0
0.0,-0.0,147000.0,2454.0,4.0,1165,80,7.0,857.0,1
0.0,0.0,163500.0,3145.0,5.0,636,133,49.0,1365.0,1
0.0,-0.0,42500.0,304.0,2.0,734,125,4.0,438.0,1
0.0,0.0,246000.0,2402.0,1.0,1933,161,12.0,12.0,1
0.0,-0.0,195000.0,2330.0,4.0,1292,16,10.0,0.0,0
14.0,1.0,186000.0,5500.0,4.0,1812,9,15.0,145.0,0
0.0,0.0,199000.0,886.0,1.0,1038,112,52.0,0.0,1
0.0,0.0,193500.0,2461.0,2.0,1109,92,27.0,0.0,1
0.0,0.0,229000.0,2500.0,2.0,1812,84,23.0,0.0,1
